day,category,launched,intercepted,not_confirmed_intercepted,source_records
2024-01-20 00:00:00+00:00,missile,3.0,0.0,3.0,1
2024-01-20 00:00:00+00:00,uav,7.0,4.0,3.0,1
2024-01-21 00:00:00+00:00,missile,1.0,1.0,0.0,1
2024-01-22 00:00:00+00:00,missile,1.0,1.0,0.0,1
2024-01-22 00:00:00+00:00,uav,8.0,8.0,0.0,1
2024-01-23 00:00:00+00:00,missile,41.0,21.0,20.0,5
2024-01-24 00:00:00+00:00,missile,4.0,4.0,0.0,2
2024-01-25 00:00:00+00:00,missile,5.0,1.0,4.0,2
2024-01-25 00:00:00+00:00,uav,14.0,11.0,3.0,1
2024-01-27 00:00:00+00:00,missile,1.0,0.0,1.0,1
2024-01-27 00:00:00+00:00,uav,4.0,4.0,0.0,1
2024-01-28 00:00:00+00:00,missile,6.0,1.0,5.0,3
2024-01-28 00:00:00+00:00,uav,8.0,4.0,4.0,1
2024-01-29 00:00:00+00:00,missile,4.0,0.0,4.0,2
2024-01-29 00:00:00+00:00,uav,8.0,8.0,0.0,1
2024-01-30 00:00:00+00:00,missile,4.0,2.0,2.0,3
2024-01-30 00:00:00+00:00,uav,35.0,15.0,20.0,1
2024-01-31 00:00:00+00:00,missile,7.0,4.0,3.0,4
2024-01-31 00:00:00+00:00,uav,20.0,14.0,6.0,1
2024-02-01 00:00:00+00:00,missile,1.0,1.0,0.0,1
2024-02-01 00:00:00+00:00,uav,4.0,2.0,2.0,1
2024-02-02 00:00:00+00:00,missile,1.0,1.0,0.0,1
2024-02-02 00:00:00+00:00,uav,24.0,11.0,13.0,1
2024-02-03 00:00:00+00:00,missile,3.0,1.0,2.0,2
2024-02-03 00:00:00+00:00,uav,14.0,9.0,5.0,1
2024-02-06 00:00:00+00:00,missile,1.0,1.0,0.0,1
2024-02-07 00:00:00+00:00,missile,44.0,29.0,15.0,5
2024-02-07 00:00:00+00:00,uav,20.0,15.0,5.0,1
2024-02-08 00:00:00+00:00,missile,1.0,1.0,0.0,1
2024-02-08 00:00:00+00:00,uav,17.0,11.0,6.0,1
2024-02-09 00:00:00+00:00,missile,2.0,2.0,0.0,2
2024-02-09 00:00:00+00:00,uav,16.0,10.0,6.0,1
2024-02-10 00:00:00+00:00,uav,31.0,23.0,8.0,1
2024-02-11 00:00:00+00:00,uav,45.0,40.0,5.0,1
2024-02-12 00:00:00+00:00,missile,1.0,1.0,0.0,1
2024-02-12 00:00:00+00:00,uav,17.0,14.0,3.0,1
2024-02-13 00:00:00+00:00,missile,2.0,2.0,0.0,2
2024-02-13 00:00:00+00:00,uav,23.0,16.0,7.0,1
2024-02-15 00:00:00+00:00,missile,26.0,13.0,13.0,5
2024-02-16 00:00:00+00:00,missile,1.0,1.0,0.0,1
2024-02-17 00:00:00+00:00,missile,3.0,3.0,0.0,3
2024-02-18 00:00:00+00:00,missile,10.0,1.0,9.0,3
2024-02-18 00:00:00+00:00,uav,14.0,12.0,2.0,1
2024-02-19 00:00:00+00:00,missile,2.0,2.0,0.0,2
2024-02-19 00:00:00+00:00,uav,4.0,4.0,0.0,1
2024-02-20 00:00:00+00:00,missile,3.0,0.0,3.0,2
2024-02-20 00:00:00+00:00,uav,23.0,23.0,0.0,1
2024-02-21 00:00:00+00:00,missile,6.0,1.0,5.0,3
2024-02-21 00:00:00+00:00,uav,19.0,13.0,6.0,1
2024-02-22 00:00:00+00:00,missile,1.0,0.0,1.0,1
2024-02-22 00:00:00+00:00,uav,10.0,8.0,2.0,1
2024-02-23 00:00:00+00:00,missile,8.0,2.0,6.0,5
2024-02-23 00:00:00+00:00,uav,31.0,23.0,8.0,1
2024-02-24 00:00:00+00:00,missile,6.0,3.0,3.0,3
2024-02-24 00:00:00+00:00,uav,12.0,12.0,0.0,1
2024-02-25 00:00:00+00:00,uav,18.0,16.0,2.0,1
2024-02-26 00:00:00+00:00,missile,10.0,6.0,4.0,6
2024-02-26 00:00:00+00:00,uav,14.0,9.0,5.0,1
2024-02-27 00:00:00+00:00,missile,8.0,5.0,3.0,4
2024-02-27 00:00:00+00:00,uav,13.0,11.0,2.0,1
2024-02-28 00:00:00+00:00,missile,2.0,2.0,0.0,2
2024-02-28 00:00:00+00:00,uav,10.0,10.0,0.0,1
2024-02-29 00:00:00+00:00,missile,2.0,2.0,0.0,1
2024-03-01 00:00:00+00:00,missile,6.0,1.0,5.0,2
2024-03-01 00:00:00+00:00,uav,5.0,5.0,0.0,2
2024-03-02 00:00:00+00:00,missile,4.0,1.0,3.0,2
2024-03-02 00:00:00+00:00,uav,17.0,14.0,3.0,1
2024-03-03 00:00:00+00:00,missile,1.0,1.0,0.0,1
2024-03-04 00:00:00+00:00,missile,1.0,1.0,0.0,1
2024-03-05 00:00:00+00:00,missile,1.0,1.0,0.0,1
2024-03-05 00:00:00+00:00,uav,22.0,18.0,4.0,1
2024-03-06 00:00:00+00:00,missile,1.0,1.0,0.0,1
2024-03-06 00:00:00+00:00,uav,42.0,38.0,4.0,1
2024-03-08 00:00:00+00:00,missile,4.0,1.0,3.0,3
2024-03-08 00:00:00+00:00,uav,37.0,33.0,4.0,1
2024-03-09 00:00:00+00:00,uav,15.0,12.0,3.0,1
2024-03-10 00:00:00+00:00,missile,7.0,3.0,4.0,2
2024-03-10 00:00:00+00:00,uav,39.0,35.0,4.0,1
2024-03-11 00:00:00+00:00,missile,2.0,2.0,0.0,1
2024-03-11 00:00:00+00:00,uav,15.0,15.0,0.0,2
2024-03-12 00:00:00+00:00,missile,1.0,1.0,0.0,1
2024-03-12 00:00:00+00:00,uav,8.0,8.0,0.0,1
2024-03-13 00:00:00+00:00,missile,1.0,1.0,0.0,1
2024-03-14 00:00:00+00:00,uav,16.0,16.0,0.0,2
2024-03-15 00:00:00+00:00,missile,8.0,0.0,8.0,2
2024-03-15 00:00:00+00:00,uav,27.0,27.0,0.0,1
2024-03-16 00:00:00+00:00,uav,2.0,2.0,0.0,1
2024-03-17 00:00:00+00:00,missile,7.0,0.0,7.0,2
2024-03-17 00:00:00+00:00,uav,17.0,14.0,3.0,1
2024-03-18 00:00:00+00:00,missile,7.0,0.0,7.0,2
2024-03-18 00:00:00+00:00,uav,22.0,17.0,5.0,1
2024-03-19 00:00:00+00:00,missile,3.0,3.0,0.0,1
2024-03-20 00:00:00+00:00,missile,2.0,2.0,0.0,1
2024-03-21 00:00:00+00:00,missile,34.0,34.0,0.0,4
2024-03-22 00:00:00+00:00,missile,88.0,37.0,51.0,6
2024-03-22 00:00:00+00:00,uav,63.0,55.0,8.0,1
2024-03-23 00:00:00+00:00,missile,6.0,2.0,4.0,2
2024-03-23 00:00:00+00:00,uav,34.0,31.0,3.0,1
2024-03-24 00:00:00+00:00,missile,30.0,19.0,11.0,2
2024-03-24 00:00:00+00:00,uav,29.0,26.0,3.0,2
2024-03-25 00:00:00+00:00,missile,2.0,2.0,0.0,1
2024-03-25 00:00:00+00:00,uav,10.0,9.0,1.0,2
2024-03-26 00:00:00+00:00,missile,3.0,3.0,0.0,2
2024-03-26 00:00:00+00:00,uav,12.0,12.0,0.0,1
2024-03-27 00:00:00+00:00,missile,3.0,3.0,0.0,3
2024-03-27 00:00:00+00:00,uav,13.0,10.0,3.0,1
2024-03-28 00:00:00+00:00,missile,5.0,0.0,5.0,3
2024-03-28 00:00:00+00:00,uav,28.0,26.0,2.0,1
2024-03-29 00:00:00+00:00,missile,41.0,28.0,13.0,6
2024-03-29 00:00:00+00:00,uav,60.0,58.0,2.0,1
2024-03-30 00:00:00+00:00,missile,8.0,4.0,4.0,5
2024-03-30 00:00:00+00:00,uav,12.0,9.0,3.0,1
2024-03-31 00:00:00+00:00,missile,17.0,10.0,7.0,4
2024-03-31 00:00:00+00:00,uav,11.0,9.0,2.0,1
2024-04-01 00:00:00+00:00,missile,2.0,2.0,0.0,2
2024-04-02 00:00:00+00:00,missile,2.0,1.0,1.0,2
2024-04-02 00:00:00+00:00,uav,10.0,9.0,1.0,1
2024-04-03 00:00:00+00:00,missile,3.0,0.0,3.0,1
2024-04-03 00:00:00+00:00,uav,4.0,4.0,0.0,1
2024-04-04 00:00:00+00:00,missile,1.0,1.0,0.0,1
2024-04-04 00:00:00+00:00,uav,20.0,11.0,9.0,1
2024-04-05 00:00:00+00:00,missile,6.0,1.0,5.0,3
2024-04-05 00:00:00+00:00,uav,13.0,13.0,0.0,1
2024-04-06 00:00:00+00:00,missile,8.0,5.0,3.0,4
2024-04-06 00:00:00+00:00,uav,32.0,28.0,4.0,1
2024-04-07 00:00:00+00:00,missile,4.0,2.0,2.0,4
2024-04-07 00:00:00+00:00,uav,18.0,18.0,0.0,2
2024-04-08 00:00:00+00:00,missile,3.0,3.0,0.0,2
2024-04-08 00:00:00+00:00,uav,24.0,17.0,7.0,1
2024-04-09 00:00:00+00:00,missile,7.0,1.0,6.0,3
2024-04-09 00:00:00+00:00,uav,20.0,20.0,0.0,1
2024-04-10 00:00:00+00:00,missile,9.0,6.0,3.0,6
2024-04-10 00:00:00+00:00,uav,18.0,15.0,3.0,2
2024-04-11 00:00:00+00:00,missile,45.0,21.0,24.0,7
2024-04-11 00:00:00+00:00,uav,40.0,39.0,1.0,1
2024-04-12 00:00:00+00:00,missile,3.0,2.0,1.0,3
2024-04-12 00:00:00+00:00,uav,19.0,18.0,1.0,2
2024-04-13 00:00:00+00:00,missile,1.0,1.0,0.0,1
2024-04-14 00:00:00+00:00,missile,7.0,3.0,4.0,3
2024-04-14 00:00:00+00:00,uav,10.0,10.0,0.0,1
2024-04-16 00:00:00+00:00,uav,9.0,9.0,0.0,1
2024-04-17 00:00:00+00:00,missile,1.0,1.0,0.0,1
2024-04-18 00:00:00+00:00,uav,13.0,13.0,0.0,1
2024-04-19 00:00:00+00:00,missile,27.0,20.0,7.0,6
2024-04-19 00:00:00+00:00,uav,14.0,14.0,0.0,1
2024-04-20 00:00:00+00:00,missile,18.0,13.0,5.0,12
2024-04-22 00:00:00+00:00,missile,5.0,2.0,3.0,3
2024-04-22 00:00:00+00:00,uav,7.0,5.0,2.0,1
2024-04-23 00:00:00+00:00,missile,4.0,2.0,2.0,3
2024-04-23 00:00:00+00:00,uav,17.0,16.0,1.0,2
2024-04-24 00:00:00+00:00,missile,3.0,3.0,0.0,2
2024-04-25 00:00:00+00:00,missile,3.0,3.0,0.0,3
2024-04-26 00:00:00+00:00,missile,2.0,2.0,0.0,2
2024-04-27 00:00:00+00:00,missile,39.0,26.0,13.0,11
2024-04-28 00:00:00+00:00,missile,1.0,0.0,1.0,1
2024-04-28 00:00:00+00:00,uav,11.0,7.0,4.0,3
2024-04-30 00:00:00+00:00,missile,2.0,2.0,0.0,1
2024-05-01 00:00:00+00:00,missile,2.0,2.0,0.0,2
2024-05-01 00:00:00+00:00,uav,2.0,2.0,0.0,1
2024-05-02 00:00:00+00:00,missile,1.0,1.0,0.0,1
2024-05-03 00:00:00+00:00,missile,5.0,5.0,0.0,5
2024-05-03 00:00:00+00:00,uav,1.0,1.0,0.0,1
2024-05-04 00:00:00+00:00,missile,5.0,1.0,4.0,2
2024-05-04 00:00:00+00:00,uav,13.0,13.0,0.0,1
2024-05-05 00:00:00+00:00,missile,2.0,2.0,0.0,2
2024-05-05 00:00:00+00:00,uav,23.0,23.0,0.0,1
2024-05-06 00:00:00+00:00,missile,4.0,4.0,0.0,2
2024-05-06 00:00:00+00:00,uav,15.0,14.0,1.0,3
2024-05-07 00:00:00+00:00,missile,2.0,2.0,0.0,1
2024-05-08 00:00:00+00:00,missile,57.0,41.0,16.0,8
2024-05-08 00:00:00+00:00,uav,21.0,20.0,1.0,1
2024-05-09 00:00:00+00:00,missile,5.0,5.0,0.0,2
2024-05-09 00:00:00+00:00,uav,20.0,17.0,3.0,1
2024-05-10 00:00:00+00:00,missile,6.0,4.0,2.0,5
2024-05-10 00:00:00+00:00,uav,10.0,10.0,0.0,1
2024-05-11 00:00:00+00:00,missile,6.0,6.0,0.0,3
2024-05-12 00:00:00+00:00,missile,3.0,3.0,0.0,3
2024-05-12 00:00:00+00:00,uav,1.0,1.0,0.0,1
2024-05-13 00:00:00+00:00,missile,1.0,1.0,0.0,1
2024-05-14 00:00:00+00:00,missile,1.0,0.0,1.0,1
2024-05-14 00:00:00+00:00,uav,18.0,18.0,0.0,1
2024-05-15 00:00:00+00:00,missile,6.0,6.0,0.0,6
2024-05-16 00:00:00+00:00,missile,1.0,1.0,0.0,1
2024-05-16 00:00:00+00:00,uav,1.0,1.0,0.0,1
2024-05-17 00:00:00+00:00,missile,11.0,8.0,3.0,6
2024-05-17 00:00:00+00:00,uav,22.0,22.0,0.0,3
2024-05-18 00:00:00+00:00,missile,6.0,5.0,1.0,5
2024-05-18 00:00:00+00:00,uav,14.0,14.0,0.0,2
2024-05-19 00:00:00+00:00,missile,2.0,2.0,0.0,2
2024-05-19 00:00:00+00:00,uav,37.0,37.0,0.0,1
2024-05-20 00:00:00+00:00,missile,8.0,6.0,2.0,7
2024-05-20 00:00:00+00:00,uav,29.0,29.0,0.0,1
2024-05-21 00:00:00+00:00,uav,29.0,28.0,1.0,1
2024-05-22 00:00:00+00:00,missile,5.0,5.0,0.0,5
2024-05-22 00:00:00+00:00,uav,24.0,24.0,0.0,1
2024-05-23 00:00:00+00:00,missile,1.0,1.0,0.0,1
2024-05-26 00:00:00+00:00,missile,14.0,12.0,2.0,2
2024-05-26 00:00:00+00:00,uav,31.0,31.0,0.0,1
2024-05-28 00:00:00+00:00,missile,5.0,4.0,1.0,4
2024-05-28 00:00:00+00:00,uav,5.0,5.0,0.0,1
2024-05-29 00:00:00+00:00,missile,1.0,0.0,1.0,1
2024-05-29 00:00:00+00:00,uav,13.0,13.0,0.0,1
2024-05-30 00:00:00+00:00,missile,21.0,9.0,12.0,4
2024-05-30 00:00:00+00:00,uav,33.0,33.0,0.0,2
2024-05-31 00:00:00+00:00,missile,8.0,2.0,6.0,3
2024-05-31 00:00:00+00:00,uav,4.0,4.0,0.0,1
2024-06-01 00:00:00+00:00,missile,58.0,38.0,20.0,10
2024-06-01 00:00:00+00:00,uav,49.0,47.0,2.0,3
2024-06-02 00:00:00+00:00,missile,6.0,3.0,3.0,6
2024-06-02 00:00:00+00:00,uav,25.0,24.0,1.0,1
2024-06-03 00:00:00+00:00,missile,4.0,4.0,0.0,4
2024-06-04 00:00:00+00:00,missile,5.0,4.0,1.0,4
2024-06-04 00:00:00+00:00,uav,5.0,5.0,0.0,2
2024-06-05 00:00:00+00:00,missile,4.0,3.0,1.0,3
2024-06-05 00:00:00+00:00,uav,27.0,22.0,5.0,1
2024-06-06 00:00:00+00:00,missile,5.0,3.0,2.0,4
2024-06-06 00:00:00+00:00,uav,18.0,17.0,1.0,1
2024-06-07 00:00:00+00:00,missile,7.0,7.0,0.0,3
2024-06-07 00:00:00+00:00,uav,54.0,49.0,5.0,2
2024-06-08 00:00:00+00:00,missile,7.0,7.0,0.0,3
2024-06-08 00:00:00+00:00,uav,13.0,9.0,4.0,1
2024-06-09 00:00:00+00:00,missile,2.0,2.0,0.0,2
2024-06-11 00:00:00+00:00,missile,2.0,2.0,0.0,1
2024-06-12 00:00:00+00:00,missile,6.0,5.0,1.0,3
2024-06-12 00:00:00+00:00,uav,24.0,24.0,0.0,1
2024-06-13 00:00:00+00:00,missile,7.0,5.0,2.0,5
2024-06-14 00:00:00+00:00,missile,18.0,10.0,8.0,7
2024-06-14 00:00:00+00:00,uav,20.0,20.0,0.0,2
2024-06-17 00:00:00+00:00,missile,6.0,4.0,2.0,5
2024-06-17 00:00:00+00:00,uav,1.0,1.0,0.0,1
2024-06-18 00:00:00+00:00,missile,4.0,4.0,0.0,3
2024-06-18 00:00:00+00:00,uav,10.0,10.0,0.0,1
2024-06-19 00:00:00+00:00,missile,5.0,4.0,1.0,5
2024-06-19 00:00:00+00:00,uav,21.0,19.0,2.0,1
2024-06-20 00:00:00+00:00,missile,9.0,5.0,4.0,3
2024-06-20 00:00:00+00:00,uav,27.0,27.0,0.0,1
2024-06-21 00:00:00+00:00,missile,5.0,4.0,1.0,2
2024-06-22 00:00:00+00:00,missile,26.0,20.0,6.0,9
2024-06-22 00:00:00+00:00,uav,13.0,13.0,0.0,1
2024-06-23 00:00:00+00:00,missile,4.0,3.0,1.0,2
2024-06-24 00:00:00+00:00,missile,6.0,5.0,1.0,3
2024-06-24 00:00:00+00:00,uav,5.0,5.0,0.0,2
2024-06-25 00:00:00+00:00,missile,6.0,6.0,0.0,3
2024-06-26 00:00:00+00:00,missile,5.0,3.0,2.0,5
2024-06-27 00:00:00+00:00,missile,14.0,11.0,3.0,8
2024-06-27 00:00:00+00:00,uav,24.0,24.0,0.0,2
2024-06-28 00:00:00+00:00,missile,9.0,9.0,0.0,7
2024-06-28 00:00:00+00:00,uav,1.0,1.0,0.0,1
2024-06-29 00:00:00+00:00,missile,5.0,5.0,0.0,2
2024-06-29 00:00:00+00:00,uav,10.0,10.0,0.0,1
2024-06-30 00:00:00+00:00,missile,8.0,8.0,0.0,4
2024-07-01 00:00:00+00:00,missile,3.0,3.0,0.0,3
2024-07-02 00:00:00+00:00,missile,2.0,2.0,0.0,2
2024-07-03 00:00:00+00:00,missile,10.0,8.0,2.0,5
2024-07-03 00:00:00+00:00,uav,5.0,5.0,0.0,1
2024-07-04 00:00:00+00:00,missile,8.0,7.0,1.0,5
2024-07-04 00:00:00+00:00,uav,22.0,21.0,1.0,1
2024-07-05 00:00:00+00:00,missile,16.0,16.0,0.0,5
2024-07-05 00:00:00+00:00,uav,32.0,32.0,0.0,1
2024-07-06 00:00:00+00:00,missile,10.0,8.0,2.0,6
2024-07-06 00:00:00+00:00,uav,27.0,24.0,3.0,1
2024-07-07 00:00:00+00:00,missile,8.0,6.0,2.0,6
2024-07-07 00:00:00+00:00,uav,14.0,14.0,0.0,2
2024-07-08 00:00:00+00:00,missile,51.0,40.0,11.0,13
2024-07-08 00:00:00+00:00,uav,1.0,1.0,0.0,1
2024-07-09 00:00:00+00:00,missile,7.0,5.0,2.0,6
2024-07-09 00:00:00+00:00,uav,1.0,1.0,0.0,1
2024-07-10 00:00:00+00:00,missile,11.0,4.0,7.0,7
2024-07-10 00:00:00+00:00,uav,20.0,14.0,6.0,1
2024-07-11 00:00:00+00:00,missile,11.0,9.0,2.0,5
2024-07-11 00:00:00+00:00,uav,6.0,6.0,0.0,1
2024-07-12 00:00:00+00:00,missile,3.0,3.0,0.0,1
2024-07-12 00:00:00+00:00,uav,19.0,11.0,8.0,1
2024-07-13 00:00:00+00:00,missile,4.0,3.0,1.0,3
2024-07-13 00:00:00+00:00,uav,5.0,4.0,1.0,1
2024-07-14 00:00:00+00:00,missile,11.0,11.0,0.0,6
2024-07-15 00:00:00+00:00,missile,13.0,12.0,1.0,7
2024-07-16 00:00:00+00:00,missile,7.0,5.0,2.0,5
2024-07-16 00:00:00+00:00,uav,5.0,3.0,2.0,2
2024-07-17 00:00:00+00:00,missile,6.0,6.0,0.0,2
2024-07-18 00:00:00+00:00,missile,7.0,6.0,1.0,5
2024-07-18 00:00:00+00:00,uav,18.0,18.0,0.0,2
2024-07-19 00:00:00+00:00,missile,7.0,4.0,3.0,4
2024-07-20 00:00:00+00:00,missile,11.0,7.0,4.0,6
2024-07-20 00:00:00+00:00,uav,17.0,13.0,4.0,2
2024-07-21 00:00:00+00:00,missile,20.0,15.0,5.0,8
2024-07-21 00:00:00+00:00,uav,40.0,36.0,4.0,2
2024-07-22 00:00:00+00:00,missile,8.0,6.0,2.0,5
2024-07-23 00:00:00+00:00,missile,10.0,8.0,2.0,6
2024-07-23 00:00:00+00:00,uav,8.0,7.0,1.0,1
2024-07-24 00:00:00+00:00,missile,2.0,0.0,2.0,2
2024-07-24 00:00:00+00:00,uav,23.0,17.0,6.0,1
2024-07-25 00:00:00+00:00,missile,10.0,10.0,0.0,5
2024-07-25 00:00:00+00:00,uav,38.0,25.0,13.0,1
2024-07-26 00:00:00+00:00,missile,8.0,7.0,1.0,4
2024-07-26 00:00:00+00:00,uav,23.0,21.0,2.0,2
2024-07-27 00:00:00+00:00,missile,5.0,5.0,0.0,4
2024-07-27 00:00:00+00:00,uav,4.0,4.0,0.0,1
2024-07-28 00:00:00+00:00,missile,5.0,5.0,0.0,5
2024-07-28 00:00:00+00:00,uav,8.0,7.0,1.0,1
2024-07-29 00:00:00+00:00,missile,8.0,8.0,0.0,6
2024-07-29 00:00:00+00:00,uav,10.0,9.0,1.0,1
2024-07-31 00:00:00+00:00,missile,7.0,7.0,0.0,3
2024-07-31 00:00:00+00:00,uav,89.0,89.0,0.0,1
2024-08-01 00:00:00+00:00,missile,8.0,6.0,2.0,5
2024-08-01 00:00:00+00:00,uav,11.0,11.0,0.0,2
2024-08-02 00:00:00+00:00,missile,11.0,8.0,3.0,6
2024-08-02 00:00:00+00:00,uav,1.0,1.0,0.0,1
2024-08-03 00:00:00+00:00,missile,9.0,5.0,4.0,4
2024-08-03 00:00:00+00:00,uav,29.0,24.0,5.0,1
2024-08-04 00:00:00+00:00,missile,7.0,3.0,4.0,4
2024-08-04 00:00:00+00:00,uav,5.0,5.0,0.0,1
2024-08-05 00:00:00+00:00,missile,6.0,2.0,4.0,5
2024-08-05 00:00:00+00:00,uav,24.0,24.0,0.0,1
2024-08-06 00:00:00+00:00,missile,7.0,5.0,2.0,3
2024-08-06 00:00:00+00:00,uav,16.0,15.0,1.0,1
2024-08-07 00:00:00+00:00,missile,3.0,3.0,0.0,2
2024-08-07 00:00:00+00:00,uav,30.0,30.0,0.0,1
2024-08-08 00:00:00+00:00,missile,6.0,4.0,2.0,4
2024-08-08 00:00:00+00:00,uav,4.0,4.0,0.0,1
2024-08-09 00:00:00+00:00,missile,2.0,2.0,0.0,1
2024-08-09 00:00:00+00:00,uav,27.0,27.0,0.0,1
2024-08-10 00:00:00+00:00,missile,1.0,1.0,0.0,1
2024-08-11 00:00:00+00:00,missile,11.0,5.0,6.0,5
2024-08-11 00:00:00+00:00,uav,57.0,53.0,4.0,1
2024-08-12 00:00:00+00:00,missile,3.0,3.0,0.0,2
2024-08-13 00:00:00+00:00,missile,2.0,0.0,2.0,1
2024-08-13 00:00:00+00:00,uav,38.0,30.0,8.0,1
2024-08-14 00:00:00+00:00,missile,6.0,3.0,3.0,4
2024-08-14 00:00:00+00:00,uav,23.0,17.0,6.0,1
2024-08-15 00:00:00+00:00,missile,9.0,6.0,3.0,4
2024-08-15 00:00:00+00:00,uav,29.0,29.0,0.0,1
2024-08-16 00:00:00+00:00,missile,7.0,4.0,3.0,4
2024-08-16 00:00:00+00:00,uav,5.0,5.0,0.0,2
2024-08-17 00:00:00+00:00,missile,1.0,0.0,1.0,1
2024-08-17 00:00:00+00:00,uav,14.0,14.0,0.0,1
2024-08-18 00:00:00+00:00,missile,14.0,11.0,3.0,7
2024-08-18 00:00:00+00:00,uav,8.0,8.0,0.0,1
2024-08-19 00:00:00+00:00,missile,5.0,5.0,0.0,2
2024-08-19 00:00:00+00:00,uav,11.0,11.0,0.0,1
2024-08-20 00:00:00+00:00,missile,5.0,3.0,2.0,3
2024-08-20 00:00:00+00:00,uav,30.0,29.0,1.0,2
2024-08-21 00:00:00+00:00,missile,7.0,5.0,2.0,4
2024-08-21 00:00:00+00:00,uav,69.0,50.0,19.0,1
2024-08-22 00:00:00+00:00,missile,4.0,0.0,4.0,3
2024-08-22 00:00:00+00:00,uav,10.0,2.0,8.0,1
2024-08-23 00:00:00+00:00,missile,9.0,7.0,2.0,6
2024-08-23 00:00:00+00:00,uav,16.0,14.0,2.0,1
2024-08-24 00:00:00+00:00,missile,5.0,1.0,4.0,2
2024-08-25 00:00:00+00:00,missile,8.0,0.0,8.0,2
2024-08-25 00:00:00+00:00,uav,9.0,8.0,1.0,1
2024-08-26 00:00:00+00:00,missile,127.0,102.0,25.0,4
2024-08-26 00:00:00+00:00,uav,109.0,99.0,10.0,1
2024-08-27 00:00:00+00:00,missile,10.0,5.0,5.0,4
2024-08-27 00:00:00+00:00,uav,81.0,60.0,21.0,1
2024-08-28 00:00:00+00:00,missile,3.0,3.0,0.0,2
2024-08-29 00:00:00+00:00,missile,9.0,5.0,4.0,6
2024-08-29 00:00:00+00:00,uav,74.0,60.0,14.0,1
2024-08-30 00:00:00+00:00,missile,1.0,0.0,1.0,1
2024-08-30 00:00:00+00:00,uav,18.0,12.0,6.0,1
2024-08-31 00:00:00+00:00,missile,10.0,5.0,5.0,4
2024-08-31 00:00:00+00:00,uav,52.0,24.0,28.0,1
2024-09-01 00:00:00+00:00,missile,1.0,0.0,1.0,1
2024-09-01 00:00:00+00:00,uav,11.0,8.0,3.0,1
2024-09-02 00:00:00+00:00,missile,42.0,28.0,14.0,8
2024-09-02 00:00:00+00:00,uav,23.0,20.0,3.0,1
2024-09-03 00:00:00+00:00,missile,4.0,0.0,4.0,2
2024-09-03 00:00:00+00:00,uav,64.0,49.0,15.0,2
2024-09-04 00:00:00+00:00,missile,13.0,7.0,6.0,4
2024-09-05 00:00:00+00:00,missile,1.0,0.0,1.0,1
2024-09-05 00:00:00+00:00,uav,78.0,60.0,18.0,1
2024-09-06 00:00:00+00:00,missile,4.0,2.0,2.0,4
2024-09-06 00:00:00+00:00,uav,44.0,27.0,17.0,1
2024-09-07 00:00:00+00:00,missile,6.0,6.0,0.0,3
2024-09-07 00:00:00+00:00,uav,67.0,58.0,9.0,1
2024-09-08 00:00:00+00:00,missile,4.0,1.0,3.0,1
2024-09-08 00:00:00+00:00,uav,23.0,15.0,8.0,1
2024-09-09 00:00:00+00:00,missile,12.0,11.0,1.0,4
2024-09-09 00:00:00+00:00,uav,8.0,6.0,2.0,1
2024-09-10 00:00:00+00:00,missile,5.0,3.0,2.0,4
2024-09-10 00:00:00+00:00,uav,46.0,38.0,8.0,1
2024-09-11 00:00:00+00:00,missile,10.0,0.0,10.0,4
2024-09-11 00:00:00+00:00,uav,25.0,20.0,5.0,1
2024-09-12 00:00:00+00:00,missile,14.0,10.0,4.0,6
2024-09-12 00:00:00+00:00,uav,64.0,44.0,20.0,1
2024-09-13 00:00:00+00:00,uav,26.0,24.0,2.0,1
2024-09-14 00:00:00+00:00,missile,4.0,4.0,0.0,3
2024-09-14 00:00:00+00:00,uav,78.0,74.0,4.0,2
2024-09-15 00:00:00+00:00,missile,4.0,2.0,2.0,3
2024-09-15 00:00:00+00:00,uav,70.0,63.0,7.0,2
2024-09-16 00:00:00+00:00,uav,51.0,34.0,17.0,1
2024-09-18 00:00:00+00:00,missile,3.0,0.0,3.0,1
2024-09-18 00:00:00+00:00,uav,52.0,46.0,6.0,1
2024-09-19 00:00:00+00:00,missile,6.0,3.0,3.0,4
2024-09-19 00:00:00+00:00,uav,42.0,42.0,0.0,1
2024-09-20 00:00:00+00:00,missile,13.0,9.0,4.0,5
2024-09-20 00:00:00+00:00,uav,70.0,61.0,9.0,1
2024-09-21 00:00:00+00:00,missile,9.0,5.0,4.0,2
2024-09-21 00:00:00+00:00,uav,16.0,11.0,5.0,1
2024-09-22 00:00:00+00:00,missile,2.0,0.0,2.0,1
2024-09-22 00:00:00+00:00,uav,80.0,71.0,9.0,1
2024-09-23 00:00:00+00:00,missile,5.0,0.0,5.0,4
2024-09-23 00:00:00+00:00,uav,85.0,69.0,16.0,2
2024-09-24 00:00:00+00:00,missile,16.0,16.0,0.0,3
2024-09-25 00:00:00+00:00,missile,12.0,8.0,4.0,6
2024-09-25 00:00:00+00:00,uav,32.0,28.0,4.0,1
2024-09-26 00:00:00+00:00,missile,9.0,4.0,5.0,3
2024-09-26 00:00:00+00:00,uav,78.0,66.0,12.0,1
2024-09-27 00:00:00+00:00,missile,12.0,3.0,9.0,6
2024-09-27 00:00:00+00:00,uav,105.0,93.0,12.0,2
